X, Y,,,,,,,,,,,,
5.75,4.60,,,,,,,,,,,
3.48,4.12,,,,,,,,,,,
5.03,4.82,,,,,,,,,,,
3.36,4.45,,,,,,,,,,,
5.43,4.32,,,,,,,,,,,
4.41,3.83,,,,,,,,,,,
5.06,4.52,,,,,,,,,,,
7.02,3.59,,,,,,,,,,,
5.98,4.98,,,,,,,,,,,
4.39,5.05,,,,,,,,,,,
5.05,3.30,,,,,,,,,,,
6.12,5.51,,,,,,,,,,,
5.63,5.00,,,,,,,,,,,
4.75,4.08,,,,,,,,,,,
5.99,4.85,,,,,,,,,,,
4.03,3.60,,,,,,,,,,,
5.64,3.97,,,,,,,,,,,
3.19,4.71,,,,,,,,,,,
6.08,5.78,,,,,,,,,,,
4.80,4.43,,,,,,,,,,,
6.52,6.38,,,,,,,,,,,
5.72,4.76,,,,,,,,,,,
5.59,4.19,,,,,,,,,,,
4.60,4.79,,,,,,,,,,,
4.06,4.12,,,,,,,,,,,
4.70,2.96,,,,,,,,,,,
5.37,4.08,,,,,,,,,,,
4.18,4.73,,,,,,,,,,,
4.20,4.36,,,,,,,,,,,
4.88,4.57,,,,,,,,,,,
4.43,6.31,,,,,,,,,,,
4.59,5.42,,,,,,,,,,,
5.99,3.78,,,,,,,,,,,
4.24,5.04,,,,,,,,,,,
5.66,4.42,,,,,,,,,,,
5.60,6.01,,,,,,,,,,,
4.82,4.94,,,,,,,,,,,
5.31,4.40,,,,,,,,,,,
5.13,6.36,,,,,,,,,,,
4.40,4.65,,,,,,,,,,,
3.95,5.18,,,,,,,,,,,
-4.06,-7.79,,,,,,,,,,,
-4.96,-5.73,,,,,,,,,,,
-3.10,-4.23,,,,,,,,,,,
-2.87,-5.84,,,,,,,,,,,
-3.82,-3.87,,,,,,,,,,,
-4.01,-3.58,,,,,,,,,,,
-3.83,-5.72,,,,,,,,,,,
-3.27,-4.22,,,,,,,,,,,
-5.29,-5.32,,,,,,,,,,,
-3.41,-6.41,,,,,,,,,,,
-5.11,-5.40,,,,,,,,,,,
-5.79,-5.93,,,,,,,,,,,
-5.00,-3.39,,,,,,,,,,,
-5.09,-5.66,,,,,,,,,,,
-4.62,-7.14,,,,,,,,,,,
-3.52,-5.54,,,,,,,,,,,
-4.96,-3.46,,,,,,,,,,,
-5.96,-4.80,,,,,,,,,,,
-6.74,-4.50,,,,,,,,,,,
-4.57,-5.38,,,,,,,,,,,
-3.37,-5.41,,,,,,,,,,,
-5.17,-5.41,,,,,,,,,,,
-5.38,-4.64,,,,,,,,,,,
-4.77,-4.40,,,,,,,,,,,
-3.85,-4.41,,,,,,,,,,,
-7.02,-5.85,,,,,,,,,,,
-2.64,-3.15,,,,,,,,,,,
-4.49,-4.79,,,,,,,,,,,
-3.68,-5.27,,,,,,,,,,,
-4.36,-4.35,,,,,,,,,,,
-5.32,-5.48,,,,,,,,,,,
-5.14,-4.93,,,,,,,,,,,
-4.29,-4.06,,,,,,,,,,,
-5.78,-5.16,,,,,,,,,,,
-5.62,-4.73,,,,,,,,,,,
-5.65,-4.59,,,,,,,,,,,
-4.57,-4.29,,,,,,,,,,,
-6.05,-5.06,,,,,,,,,,,
-5.66,-3.15,,,,,,,,,,,
-7.51,-4.60,,,,,,,,,,,
-6.06,-4.46,,,,,,,,,,,
-6.16,-4.09,,,,,,,,,,,
-5.05,-5.65,,,,,,,,,,,
-3.71,-4.27,,,,,,,,,,,
-4.63,-5.54,,,,,,,,,,,
-4.24,-5.98,,,,,,,,,,,
-4.44,-4.84,,,,,,,,,,,
-5.56,-5.28,,,,,,,,,,,
-4.44,-5.64,,,,,,,,,,,
-4.10,-4.92,,,,,,,,,,,
-4.59,-5.54,,,,,,,,,,,
-4.84,-3.74,,,,,,,,,,,
-5.41,-6.11,,,,,,,,,,,
-4.05,-4.01,,,,,,,,,,,
-5.32,-3.17,,,,,,,,,,,
-5.08,-6.38,,,,,,,,,,,
-6.32,-4.94,,,,,,,,,,,
-4.79,-5.45,,,,,,,,,,,
-4.87,-4.64,,,,,,,,,,,
-3.83,-3.98,,,,,,,,,,,
-3.61,-1.93,,,,,,,,,,,
-5.31,-5.63,,,,,,,,,,,
-4.75,-4.71,,,,,,,,,,,
-5.50,-4.80,,,,,,,,,,,
-4.11,-5.41,,,,,,,,,,,
-6.91,-3.58,,,,,,,,,,,
-5.12,-4.27,,,,,,,,,,,
-6.05,-6.15,,,,,,,,,,,
-4.77,-5.60,,,,,,,,,,,
-4.84,-3.72,,,,,,,,,,,
-5.69,-2.80,,,,,,,,,,,
-5.56,-4.43,,,,,,,,,,,
-3.88,-5.21,,,,,,,,,,,
-3.47,-5.94,,,,,,,,,,,
-3.90,-5.09,,,,,,,,,,,
-3.58,-3.88,,,,,,,,,,,
-5.06,-5.31,,,,,,,,,,,
-4.59,-3.83,,,,,,,,,,,
-4.63,-4.04,,,,,,,,,,,
-3.64,-4.35,,,,,,,,,,,
-5.78,-3.77,,,,,,,,,,,
-5.44,-4.73,,,,,,,,,,,
-4.91,-4.10,,,,,,,,,,,
-6.02,-4.71,,,,,,,,,,,
-4.13,-4.54,,,,,,,,,,,
-5.41,-4.59,,,,,,,,,,,
-5.35,-4.50,,,,,,,,,,,
-5.35,-6.23,,,,,,,,,,,
-4.27,-5.61,,,,,,,,,,,
-5.33,-5.06,,,,,,,,,,,
-4.49,-3.53,,,,,,,,,,,
-4.10,-3.37,,,,,,,,,,,
-3.80,-3.04,,,,,,,,,,,
-6.04,-7.61,,,,,,,,,,,
-4.15,-5.97,,,,,,,,,,,
-4.83,-5.26,,,,,,,,,,,
-3.79,-4.03,,,,,,,,,,,
-4.70,-3.85,,,,,,,,,,,
-1.77,-5.55,,,,,,,,,,,
-3.91,-6.57,,,,,,,,,,,
-3.57,-3.31,,,,,,,,,,,
-3.99,-4.55,,,,,,,,,,,
-4.79,-4.92,,,,,,,,,,,
-4.67,-3.01,,,,,,,,,,,
-6.94,-5.84,,,,,,,,,,,
-4.43,-4.59,,,,,,,,,,,
-4.75,-6.91,,,,,,,,,,,
-3.43,-4.61,,,,,,,,,,,
-4.52,-5.41,,,,,,,,,,,
-3.66,-3.86,,,,,,,,,,,
-5.03,-4.38,,,,,,,,,,,
-5.85,-3.83,,,,,,,,,,,
-5.40,-5.39,,,,,,,,,,,
-4.30,-6.30,,,,,,,,,,,
-3.37,-4.41,,,,,,,,,,,
-6.46,-5.44,,,,,,,,,,,
-7.05,-4.50,,,,,,,,,,,
-5.12,-5.10,,,,,,,,,,,
-4.01,-6.20,,,,,,,,,,,
-6.20,-5.12,,,,,,,,,,,
-4.41,-3.96,,,,,,,,,,,
-4.53,-4.14,,,,,,,,,,,
-5.89,-4.83,,,,,,,,,,,
-3.61,-4.81,,,,,,,,,,,
-3.04,-4.13,,,,,,,,,,,
-5.42,-5.18,,,,,,,,,,,
-5.40,-6.27,,,,,,,,,,,
-5.10,-4.75,,,,,,,,,,,
-5.50,-4.80,,,,,,,,,,,
-6.08,-2.80,,,,,,,,,,,
-5.97,-4.23,,,,,,,,,,,
-4.43,-3.61,,,,,,,,,,,
-5.81,-4.61,,,,,,,,,,,
-5.17,-5.53,,,,,,,,,,,
-4.49,-6.52,,,,,,,,,,,
-3.81,-6.80,,,,,,,,,,,
-5.65,-4.88,,,,,,,,,,,
-4.65,-4.68,,,,,,,,,,,
-5.05,-5.82,,,,,,,,,,,
-4.21,-5.49,,,,,,,,,,,
-3.45,-5.77,,,,,,,,,,,
-5.17,-5.78,,,,,,,,,,,
-4.94,-3.52,,,,,,,,,,,
-6.20,-5.54,,,,,,,,,,,
-5.80,-4.91,,,,,,,,,,,
-6.05,-4.24,,,,,,,,,,,
-4.25,-4.31,,,,,,,,,,,
-4.06,-6.28,,,,,,,,,,,
-3.73,-4.19,,,,,,,,,,,
-5.50,-3.76,,,,,,,,,,,
5.21,-4.65,,,,,,,,,,,
7.01,-4.28,,,,,,,,,,,
5.03,-6.30,,,,,,,,,,,
5.31,-6.01,,,,,,,,,,,
4.06,-4.21,,,,,,,,,,,
6.67,-5.12,,,,,,,,,,,
5.13,-4.45,,,,,,,,,,,
5.53,-5.96,,,,,,,,,,,
4.05,-6.63,,,,,,,,,,,
5.85,-4.24,,,,,,,,,,,
5.39,-3.81,,,,,,,,,,,
3.84,-3.37,,,,,,,,,,,
5.04,-6.53,,,,,,,,,,,
4.55,-6.34,,,,,,,,,,,
5.11,-6.47,,,,,,,,,,,
4.75,-5.04,,,,,,,,,,,
4.81,-5.62,,,,,,,,,,,
3.97,-3.69,,,,,,,,,,,
4.68,-6.46,,,,,,,,,,,
5.77,-6.74,,,,,,,,,,,
6.74,-4.79,,,,,,,,,,,
3.84,-3.81,,,,,,,,,,,
7.38,-5.80,,,,,,,,,,,
6.53,-6.27,,,,,,,,,,,
5.17,-5.15,,,,,,,,,,,
4.70,-6.64,,,,,,,,,,,
4.30,-4.98,,,,,,,,,,,
5.83,-4.17,,,,,,,,,,,
4.31,-4.78,,,,,,,,,,,
4.54,-6.91,,,,,,,,,,,
5.88,-5.54,,,,,,,,,,,
5.44,-5.30,,,,,,,,,,,
5.90,-3.19,,,,,,,,,,,
5.50,-4.09,,,,,,,,,,,
4.60,-5.06,,,,,,,,,,,
4.49,-3.69,,,,,,,,,,,
5.80,-6.04,,,,,,,,,,,
4.33,-5.35,,,,,,,,,,,
6.19,-3.59,,,,,,,,,,,
5.79,-3.50,,,,,,,,,,,
5.29,-4.27,,,,,,,,,,,
5.00,-4.51,,,,,,,,,,,
5.37,-5.59,,,,,,,,,,,
8.53,-4.26,,,,,,,,,,,
4.89,-5.83,,,,,,,,,,,
3.44,-4.43,,,,,,,,,,,
6.92,-4.72,,,,,,,,,,,
5.61,-3.86,,,,,,,,,,,
4.35,-5.43,,,,,,,,,,,
7.62,-4.36,,,,,,,,,,,
5.55,-4.21,,,,,,,,,,,
5.29,-5.90,,,,,,,,,,,
4.22,-4.84,,,,,,,,,,,
3.94,-3.40,,,,,,,,,,,
3.23,-4.89,,,,,,,,,,,
4.58,-5.31,,,,,,,,,,,
3.95,-4.54,,,,,,,,,,,
5.65,-5.28,,,,,,,,,,,
4.68,-4.56,,,,,,,,,,,
6.77,-5.13,,,,,,,,,,,
6.51,-5.02,,,,,,,,,,,
5.16,-4.54,,,,,,,,,,,
4.72,-3.64,,,,,,,,,,,
6.15,-4.55,,,,,,,,,,,
3.85,-3.35,,,,,,,,,,,
5.67,-7.03,,,,,,,,,,,
4.33,-5.45,,,,,,,,,,,
4.60,-4.76,,,,,,,,,,,
4.33,-5.84,,,,,,,,,,,
5.58,-6.28,,,,,,,,,,,
4.22,-4.38,,,,,,,,,,,
3.94,-4.39,,,,,,,,,,,
5.55,-4.71,,,,,,,,,,,
4.58,-4.60,,,,,,,,,,,
5.36,-5.87,,,,,,,,,,,
4.65,-5.50,,,,,,,,,,,
5.27,-5.11,,,,,,,,,,,
2.44,-5.69,,,,,,,,,,,
5.47,-4.67,,,,,,,,,,,
6.85,-2.63,,,,,,,,,,,
6.04,-5.48,,,,,,,,,,,
5.91,-4.35,,,,,,,,,,,
4.76,-6.03,,,,,,,,,,,
5.18,-3.66,,,,,,,,,,,
5.24,-5.97,,,,,,,,,,,
5.10,-4.79,,,,,,,,,,,
4.17,-5.62,,,,,,,,,,,
4.65,-4.49,,,,,,,,,,,
4.83,-4.99,,,,,,,,,,,
4.52,-5.04,,,,,,,,,,,
5.84,-2.05,,,,,,,,,,,
7.54,-5.63,,,,,,,,,,,
3.68,-5.05,,,,,,,,,,,
5.13,-2.32,,,,,,,,,,,
3.56,-6.15,,,,,,,,,,,
6.30,-4.45,,,,,,,,,,,
6.41,-6.08,,,,,,,,,,,
3.34,-3.97,,,,,,,,,,,
6.94,-4.67,,,,,,,,,,,
3.92,-4.35,,,,,,,,,,,
5.23,-5.28,,,,,,,,,,,
6.10,-4.75,,,,,,,,,,,
5.15,-3.53,,,,,,,,,,,
7.30,-7.28,,,,,,,,,,,
7.75,-6.63,,,,,,,,,,,
5.14,-4.58,,,,,,,,,,,
3.09,-5.65,,,,,,,,,,,
4.64,-5.30,,,,,,,,,,,
4.15,-6.50,,,,,,,,,,,
4.24,-5.90,,,,,,,,,,,
3.87,-5.40,,,,,,,,,,,
5.08,-5.73,,,,,,,,,,,
7.11,-5.87,,,,,,,,,,,
4.28,-5.42,,,,,,,,,,,
4.72,-5.94,,,,,,,,,,,
6.17,-3.66,,,,,,,,,,,
6.21,-5.99,,,,,,,,,,,
5.49,-3.18,,,,,,,,,,,
6.03,-5.37,,,,,,,,,,,
5.87,-6.45,,,,,,,,,,,
4.62,-5.62,,,,,,,,,,,
5.43,-4.07,,,,,,,,,,,
4.70,-3.94,,,,,,,,,,,
4.10,-4.84,,,,,,,,,,,
5.63,-4.71,,,,,,,,,,,
5.07,-4.37,,,,,,,,,,,
4.81,-6.46,,,,,,,,,,,
5.29,-5.58,,,,,,,,,,,
5.99,-6.83,,,,,,,,,,,
5.39,-5.45,,,,,,,,,,,
5.19,-4.05,,,,,,,,,,,
5.28,-4.28,,,,,,,,,,,
5.05,-2.71,,,,,,,,,,,
4.23,-4.83,,,,,,,,,,,
5.79,-7.16,,,,,,,,,,,
6.41,-3.31,,,,,,,,,,,
4.47,-3.72,,,,,,,,,,,
6.93,-5.58,,,,,,,,,,,
4.82,-4.78,,,,,,,,,,,
4.76,-4.22,,,,,,,,,,,
4.10,-4.62,,,,,,,,,,,
4.21,-4.30,,,,,,,,,,,
4.05,-5.11,,,,,,,,,,,
5.35,-5.04,,,,,,,,,,,
6.60,-4.91,,,,,,,,,,,
5.53,-5.79,,,,,,,,,,,
5.85,-3.58,,,,,,,,,,,
6.34,-4.99,,,,,,,,,,,
2.50,-4.31,,,,,,,,,,,
4.83,-5.85,,,,,,,,,,,
-6.08,4.58,,,,,,,,,,,
-5.09,4.85,,,,,,,,,,,
-5.25,4.72,,,,,,,,,,,
-3.81,5.24,,,,,,,,,,,
-4.39,5.75,,,,,,,,,,,
-4.46,4.71,,,,,,,,,,,
-6.44,5.46,,,,,,,,,,,
-5.97,6.76,,,,,,,,,,,
-4.80,5.93,,,,,,,,,,,
-5.35,5.83,,,,,,,,,,,
-3.71,4.19,,,,,,,,,,,
-3.66,4.47,,,,,,,,,,,
-5.58,5.24,,,,,,,,,,,
-4.12,4.90,,,,,,,,,,,
-3.60,3.38,,,,,,,,,,,
-4.68,3.49,,,,,,,,,,,
-3.38,6.03,,,,,,,,,,,
-3.94,4.24,,,,,,,,,,,
-4.79,7.08,,,,,,,,,,,
-4.12,2.78,,,,,,,,,,,
-4.81,5.45,,,,,,,,,,,
-5.41,5.00,,,,,,,,,,,
-4.64,4.24,,,,,,,,,,,
-4.96,5.40,,,,,,,,,,,
-5.36,4.21,,,,,,,,,,,
-3.23,5.86,,,,,,,,,,,
-4.78,5.07,,,,,,,,,,,
-2.27,3.36,,,,,,,,,,,
-5.30,2.58,,,,,,,,,,,
-4.44,4.72,,,,,,,,,,,
-3.42,6.15,,,,,,,,,,,
-2.27,5.18,,,,,,,,,,,
-4.70,5.05,,,,,,,,,,,
-5.79,5.69,,,,,,,,,,,
-4.20,3.61,,,,,,,,,,,
-6.32,6.43,,,,,,,,,,,
-5.27,4.11,,,,,,,,,,,
-4.73,5.04,,,,,,,,,,,
-3.51,4.64,,,,,,,,,,,
-3.56,5.15,,,,,,,,,,,
-5.03,3.06,,,,,,,,,,,
-4.08,6.52,,,,,,,,,,,
-5.32,5.55,,,,,,,,,,,
-4.34,7.01,,,,,,,,,,,
-3.08,6.42,,,,,,,,,,,
-4.84,5.01,,,,,,,,,,,
-5.30,4.06,,,,,,,,,,,
-5.50,3.26,,,,,,,,,,,
-4.28,5.02,,,,,,,,,,,
-3.66,5.22,,,,,,,,,,,
-2.87,6.05,,,,,,,,,,,
-4.95,4.05,,,,,,,,,,,
-4.84,5.79,,,,,,,,,,,
-5.63,5.07,,,,,,,,,,,
-3.39,4.23,,,,,,,,,,,
-5.08,5.77,,,,,,,,,,,
-5.47,5.27,,,,,,,,,,,
-2.82,4.76,,,,,,,,,,,
-4.19,6.88,,,,,,,,,,,
-4.28,5.61,,,,,,,,,,,
-6.01,4.89,,,,,,,,,,,
-4.57,5.28,,,,,,,,,,,
-4.48,5.09,,,,,,,,,,,
-6.09,5.17,,,,,,,,,,,
-5.23,5.45,,,,,,,,,,,
-5.40,4.40,,,,,,,,,,,
-4.47,4.20,,,,,,,,,,,
-6.01,5.36,,,,,,,,,,,
-3.91,6.89,,,,,,,,,,,
-3.22,4.69,,,,,,,,,,,
-5.30,3.99,,,,,,,,,,,
-5.01,4.76,,,,,,,,,,,
-4.49,4.52,,,,,,,,,,,
-3.80,4.67,,,,,,,,,,,
-4.48,5.48,,,,,,,,,,,
-4.60,4.87,,,,,,,,,,,
-5.48,4.41,,,,,,,,,,,
-5.23,4.56,,,,,,,,,,,
-4.39,3.68,,,,,,,,,,,
-3.32,4.14,,,,,,,,,,,
-4.43,3.59,,,,,,,,,,,
-6.21,4.48,,,,,,,,,,,
-4.57,3.91,,,,,,,,,,,
-5.09,4.29,,,,,,,,,,,
-5.24,4.70,,,,,,,,,,,
-5.22,3.80,,,,,,,,,,,
-5.88,4.98,,,,,,,,,,,
-5.32,5.34,,,,,,,,,,,
-5.78,4.04,,,,,,,,,,,
-5.37,6.11,,,,,,,,,,,
-4.88,3.41,,,,,,,,,,,
-4.83,4.61,,,,,,,,,,,
-5.22,3.52,,,,,,,,,,,
-5.15,4.66,,,,,,,,,,,
-4.97,3.68,,,,,,,,,,,
-4.54,4.43,,,,,,,,,,,
-3.72,4.26,,,,,,,,,,,
-4.38,3.82,,,,,,,,,,,
-5.29,2.94,,,,,,,,,,,
-4.40,5.57,,,,,,,,,,,
-5.25,7.00,,,,,,,,,,,
-6.78,7.22,,,,,,,,,,,
-7.35,4.51,,,,,,,,,,,
-6.71,4.95,,,,,,,,,,,
-5.24,4.53,,,,,,,,,,,
-5.62,5.08,,,,,,,,,,,
-5.72,4.08,,,,,,,,,,,
-4.96,3.08,,,,,,,,,,,
-5.66,4.96,,,,,,,,,,,
-5.63,3.77,,,,,,,,,,,
-4.39,3.10,,,,,,,,,,,
-4.22,7.37,,,,,,,,,,,
-2.56,4.77,,,,,,,,,,,
-4.70,5.40,,,,,,,,,,,
-4.94,6.19,,,,,,,,,,,
-5.57,3.32,,,,,,,,,,,
-5.20,5.41,,,,,,,,,,,
-5.05,5.50,,,,,,,,,,,
-6.76,5.08,,,,,,,,,,,
-5.26,5.16,,,,,,,,,,,
-4.25,4.47,,,,,,,,,,,
-5.57,5.72,,,,,,,,,,,
-4.51,4.15,,,,,,,,,,,
-4.01,4.20,,,,,,,,,,,
-3.92,5.73,,,,,,,,,,,
-4.22,6.69,,,,,,,,,,,
-7.26,4.61,,,,,,,,,,,
-5.56,4.49,,,,,,,,,,,
-4.10,5.41,,,,,,,,,,,
-4.61,6.07,,,,,,,,,,,
-5.00,5.97,,,,,,,,,,,
-4.56,5.27,,,,,,,,,,,
-3.87,4.37,,,,,,,,,,,
-4.85,5.63,,,,,,,,,,,
-5.76,4.92,,,,,,,,,,,
-5.18,6.38,,,,,,,,,,,
-5.21,3.59,,,,,,,,,,,
-4.10,5.14,,,,,,,,,,,
-4.59,6.29,,,,,,,,,,,
-4.45,4.51,,,,,,,,,,,
-4.85,4.38,,,,,,,,,,,
-5.36,4.07,,,,,,,,,,,
-4.94,4.72,,,,,,,,,,,
-4.78,4.80,,,,,,,,,,,
-6.40,5.14,,,,,,,,,,,
-4.82,4.12,,,,,,,,,,,
-4.07,5.08,,,,,,,,,,,
-5.11,4.40,,,,,,,,,,,
-3.43,4.63,,,,,,,,,,,
-4.44,4.16,,,,,,,,,,,
-1.05,-0.77,,,,,,,,,,,
3.82,1.36,,,,,,,,,,,
-0.14,1.67,,,,,,,,,,,
1.12,1.07,,,,,,,,,,,
1.15,1.54,,,,,,,,,,,
0.74,3.51,,,,,,,,,,,
0.38,-3.41,,,,,,,,,,,
2.49,0.94,,,,,,,,,,,
-2.33,-0.11,,,,,,,,,,,
3.27,-1.50,,,,,,,,,,,
1.37,1.43,,,,,,,,,,,
-2.30,-0.01,,,,,,,,,,,
2.22,2.40,,,,,,,,,,,
2.37,-2.07,,,,,,,,,,,
3.41,-1.70,,,,,,,,,,,
-0.84,0.87,,,,,,,,,,,
3.28,-1.78,,,,,,,,,,,
0.53,0.24,,,,,,,,,,,
-2.93,-0.80,,,,,,,,,,,
-1.55,2.19,,,,,,,,,,,
1.86,0.87,,,,,,,,,,,
3.59,-0.81,,,,,,,,,,,
-2.37,-1.28,,,,,,,,,,,
-0.22,-0.81,,,,,,,,,,,
-1.31,4.79,,,,,,,,,,,
3.76,-0.10,,,,,,,,,,,
-1.79,-0.41,,,,,,,,,,,
2.66,-0.40,,,,,,,,,,,
-1.25,3.03,,,,,,,,,,,
1.55,-3.46,,,,,,,,,,,
-2.65,2.22,,,,,,,,,,,
3.00,-1.44,,,,,,,,,,,
-4.41,-0.55,,,,,,,,,,,
0.65,1.35,,,,,,,,,,,
0.84,-1.87,,,,,,,,,,,
-1.64,0.85,,,,,,,,,,,
-1.93,-0.15,,,,,,,,,,,
1.22,-2.80,,,,,,,,,,,
-2.07,0.38,,,,,,,,,,,
-0.06,1.16,,,,,,,,,,,
-5.64,1.28,,,,,,,,,,,
-4.16,-1.13,,,,,,,,,,,
-0.09,-0.03,,,,,,,,,,,
2.24,1.24,,,,,,,,,,,
-3.30,1.07,,,,,,,,,,,
1.36,-0.78,,,,,,,,,,,
0.99,-2.54,,,,,,,,,,,
-1.18,0.55,,,,,,,,,,,
-0.05,0.63,,,,,,,,,,,
4.38,3.00,,,,,,,,,,,
-2.80,-3.11,,,,,,,,,,,
0.96,-0.71,,,,,,,,,,,
0.42,0.87,,,,,,,,,,,
0.64,-0.20,,,,,,,,,,,
-0.01,4.06,,,,,,,,,,,
0.56,-0.73,,,,,,,,,,,
-0.50,-4.73,,,,,,,,,,,
-3.39,1.46,,,,,,,,,,,
-1.17,-2.80,,,,,,,,,,,
0.47,2.63,,,,,,,,,,,
0.52,0.81,,,,,,,,,,,
1.21,-0.69,,,,,,,,,,,
4.44,-1.96,,,,,,,,,,,
-3.31,3.71,,,,,,,,,,,
1.36,0.62,,,,,,,,,,,
0.27,-0.98,,,,,,,,,,,
-0.08,-1.39,,,,,,,,,,,
-1.39,-0.36,,,,,,,,,,,
-0.26,2.51,,,,,,,,,,,
1.36,3.82,,,,,,,,,,,
0.85,0.05,,,,,,,,,,,
-3.21,0.85,,,,,,,,,,,
1.81,0.65,,,,,,,,,,,
0.50,-3.30,,,,,,,,,,,
3.79,0.28,,,,,,,,,,,
-2.22,-1.00,,,,,,,,,,,
-1.44,-0.86,,,,,,,,,,,
-3.50,-0.30,,,,,,,,,,,
0.01,-5.78,,,,,,,,,,,
1.99,-1.47,,,,,,,,,,,
-0.96,1.51,,,,,,,,,,,
-1.04,0.24,,,,,,,,,,,
-0.59,-1.03,,,,,,,,,,,
-0.32,-0.68,,,,,,,,,,,
2.05,-2.16,,,,,,,,,,,
0.03,-1.39,,,,,,,,,,,
-0.97,-1.17,,,,,,,,,,,
1.27,-0.37,,,,,,,,,,,
-2.73,1.18,,,,,,,,,,,
1.20,-0.04,,,,,,,,,,,
-0.41,-0.16,,,,,,,,,,,
4.28,-1.67,,,,,,,,,,,
-1.30,1.96,,,,,,,,,,,
0.85,0.47,,,,,,,,,,,
0.24,1.13,,,,,,,,,,,
-2.16,0.44,,,,,,,,,,,
1.75,1.62,,,,,,,,,,,
-4.45,3.03,,,,,,,,,,,
